case_id,detective_name,rank,season,episode,crime_type,borough,case_status,arrests_made,cases_solved,hours_worked,annual_salary_usd,perpetrator_age,nine_nine_quote,date_clean
99-0556,"Terry Jeffords",Sergeant,3,S03E12,STALKING,MANHATTAN,DISMISSED,24,92,52.5,67846,52,,2016-11-22
99-0557,"Rosa Diaz",Detective,2,S02E18,VANDALISM,BROOKLYN,"COLD CASE",48,14,33.2,NULL,31,"The squad has arrived",2016-07-16
99-0558,NULL,Detective,1,S01E13,ASSAULT,BROOKLYN,OPEN,31,40,70.1,103145,36,,2016-02-11
99-0559,"Raymond Holt",Captain,1,S01E17,"GRAND LARCENY",QUEENS,OPEN,33,95,65.3,74548,66,,2013-07-15
99-0561,"Jake Peralta",Detective,4,S04E03,ROBBERY,"STATEN  ISLAND","COLD CASE",26,72,60.8,109061,53,,2015-01-28
99-0562,"Norm Scully",Detective,6,S06E20,MURDER,"STATEN  ISLAND",DISMISSED,37,18,67.3,116151,26,"Halloween Heist Champion",2014-05-25
99-0563,"Michael Hitchcock",Sergeant,1,S01E07,FRAUD,BROOKLYN,DISMISSED,34,65,72.3,NULL,56,"I want to go to there",2013-03-10
99-0564,NULL,NULL,2,S02E17,ROBBERY,BRONX,"COLD CASE",37,84,41.1,55423,45,,2020-03-26
99-0565,"Norm Scully",Detective,6,S06E22,STALKING,QUEENS,"IN PROGRESS",33,11,41.8,NULL,45,"I am a human person",2020-09-14
99-0569,"Gina Linetti",Administrator,4,S04E14,VANDALISME,BRONX,OPEN,36,60,51.5,NULL,72,,NULL
99-0572,"Norm Scully",Detective,2,S02E16,ARSON,MANHATTAN,OPEN,47,59,69.4,113485,16,Noice,2014-12-21
99-0573,NULL,Detective,6,S06E11,STALKING,BRONX,CLOSED,31,29,53.2,NULL,39,,2017-07-08
99-0574,"Gina Linetti",Administrator,5,S05E11,BURGLARY,BRONX,DISMISSED,49,9,73.8,106771,42,Noice,NULL
99-0575,NULL,Detective,2,S02E11,ASSAULT,MANHATTAN,"COLD CASE",33,8,33.1,89551,63,Bingpot!,2018-07-27
99-0576,"Gina Linetti",Administrator,1,S01E17,FRAUD,MANHATTAN,ONGOING,3,80,57.2,60766,44,,2016-07-02
99-0578,"Raymond Holt",Captain,2,S02E06,VANDALISM,MANHATTAN,CLOSED,12,61,59.6,109466,52,Bingpot!,2018-01-15
99-0579,"Terry Jeffords",Sergeant,5,S05E07,FRAUD,BRONX,CLOSED,0,5,76.3,0,17,"Cool cool cool cool cool",2019-05-23
99-0580,"Charles Boyle",Detective,4,S04E02,MURDER,BRONX,CLOSED,41,47,48.3,58518,37,,2013-08-04
99-0581,"Gina Linetti",Administrator,8,S08E23,MURDER,QUEENS,"UNDER INVESTIGATION",13,82,60.4,55774,47,,2018-02-20
99-0586,"Rosa Diaz",Detective,5,S05E23,MURDER,BRONX,"COLD CASE",13,74,51.8,73854,54,Noice,2013-01-05
99-0587,"Jake Peralta",Detective,7,S07E02,STALKING,MANHATTAN,"UNDER INVESTIGATION",11,39,25.9,56337,72,,2014-07-26
99-0589,NULL,Detective,5,S05E11,"DRUG POSESSION",QUEENS,OPEN,35,97,66.2,68552,40,Nine-Nine!,2017-09-05
99-0590,"Raymond Holt",Captain,8,S08E03,MURDER,"STATEN  ISLAND","COLD CASE",16,81,20.5,103248,43,,2014-09-10
99-0591,"Raymond Holt",Captain,2,S02E07,ROBBERY,MANHATTAN,DISMISSED,19,7,43.7,62083,56,,2017-07-05
99-0592,"Amy Santiago",Detective,4,S04E05,ARSON,BROOKLYN,ONGOING,2,49,67.9,113167,68,,2015-11-06
99-0595,"Raymond Holt",Captain,2,S02E16,FRAUD,BRONX,OPEN,10,90,50.6,91665,21,,2017-06-27
99-0596,"Jake Peralta",Detective,8,S08E15,MURDER,BRONX,CLOSED,31,72,57.3,104670,20,"Title of your sex tape",2013-05-25
99-0597,"Norm Scully",Detective,3,S03E17,"GRAND LARCENY",BROOKLYN,DISMISSED,27,92,28.4,110918,16,,2020-07-08
99-0599,"Jake Peralta",Detective,8,S08E22,MURDER,"STATEN  ISLAND","IN PROGRESS",14,80,22.2,71692,36,"Title of your sex tape",2017-09-19
99-0601,"Terry Jeffords",Sergeant,2,S02E21,FRAUD,MANHATTAN,"COLD CASE",25,20,36,0,44,,2015-03-05
99-0603,"Charles Boyle",Detective,4,S04E04,VANDALISME,QUEENS,CLOSED,36,76,41.8,60721,56,"Cool cool cool cool cool",2021-12-06
99-0605,"Terry Jeffords",Sergeant,6,S06E16,ARSON,BRONX,"COLD CASE",1,67,60.9,58374,65,,2021-03-27
99-0606,NULL,Detective,8,S08E18,BURGLARY,BROOKLYN,OPEN,17,93,60.3,60711,46,,2018-10-01
99-0608,"Gina Linetti",Administrator,4,S04E02,ARSON,"STATEN  ISLAND",DISMISSED,39,81,53.1,62637,22,Noice,2021-10-24
99-0609,"Rosa Diaz",Detective,1,S01E20,"DRUG POSESSION",BRONX,DISMISSED,7,54,32.6,0,75,,2014-09-01
99-0610,"Raymond Holt",Captain,2,S02E03,STALKING,BROOKLYN,OPEN,23,50,68.3,NULL,39,,NULL
99-0612,"Jake Peralta",Detective,6,S06E09,"DRUG POSSESSION","STATEN  ISLAND","COLD CASE",30,71,22.9,109434,34,,2019-04-27
99-0613,"Amy Santiago",Detective,7,S07E05,"DRUG POSSESSION",QUEENS,"UNDER INVESTIGATION",30,67,77.7,56502,64,,2015-01-27
99-0614,"Charles Boyle",Detective,4,S04E03,VANDALISM,QUEENS,OPEN,10,2,53.2,0,63,,2020-09-21
99-0615,"Gina Linetti",Administrator,2,S02E05,VANDALISM,MANHATTAN,"COLD CASE",13,43,28,90943,50,"Title of your sex tape",2013-07-02
99-0616,"Gina Linetti",Administrator,5,S05E02,ARSON,BRONX,DISMISSED,39,47,24.3,115690,22,,2016-02-11
99-0618,"Raymond Holt",Captain,8,S08E17,ARSON,MANHATTAN,DISMISSED,11,92,39.5,NULL,45,,2016-03-04
99-0621,"Norm Scully",Detective,7,S07E15,BURGLARY,MANHATTAN,CLOSED,17,85,73.6,100856,67,,2014-11-17
99-0623,"Raymond Holt",Captain,5,S05E14,FRAUD,MANHATTAN,OPEN,37,14,60.4,76564,16,"The squad has arrived",2016-10-03
99-0625,"Gina Linetti",Administrator,7,S07E23,ASSAULT,QUEENS,OPEN,49,58,38.6,NULL,64,"Get that bread",2021-11-19
99-0627,"Amy Santiago",Detective,6,S06E16,MURDER,MANHATTAN,OPEN,45,88,73.6,59746,56,"Get that bread",2020-07-14
99-0629,"Michael Hitchcock",Sergeant,2,S02E11,ROBBERY,MANHATTAN,"COLD CASE",45,60,48.3,90909,57,,2017-08-06
99-0631,"Gina Linetti",Administrator,6,S06E13,ASSAULT,QUEENS,DISMISSED,33,58,32.2,NULL,67,,2014-11-18
99-0632,"Gina Linetti",Administrator,1,S01E22,"GRAND LARCENY",QUEENS,"UNDER INVESTIGATION",37,77,34.4,62808,55,,2014-10-21
99-0633,"Gina Linetti",Administrator,4,S04E23,"GRAND LARCENY",QUEENS,ONGOING,31,55,38.9,76334,62,,2020-08-10
99-0634,"Raymond Holt",Captain,2,S02E23,ROBBERY,QUEENS,OPEN,30,89,76.1,80013,36,Noice,2014-05-10
99-0635,"Gina Linetti",Administrator,7,S07E16,VANDALISME,BRONX,DISMISSED,1,57,64.1,NULL,35,,2014-01-22
99-0636,"Michael Hitchcock",Captain,1,S01E17,ROBBERY,QUEENS,ONGOING,18,0,30,NULL,65,"Title of your sex tape",2019-07-10
99-0637,"Jake Peralta",Detective,5,S05E22,"DRUG  POSSESSION",QUEENS,CLOSED,42,76,72.9,NULL,21,,2015-05-14
99-0638,"Terry Jeffords",Sergeant,1,S01E18,ROBBERY,MANHATTAN,OPEN,29,21,71,97061,17,"I want to go to there",2019-07-06
99-0639,"Terry Jeffords",Sergeant,8,S08E05,"GRAND LARCENY",BRONX,"COLD CASE",38,47,56.2,NULL,29,"Halloween Heist Champion",2021-05-15
99-0640,"Norm Scully",Detective,8,S08E11,"GRAND LARCENY",QUEENS,"UNDER INVESTIGATION",21,39,22.3,60605,56,"Title of your sex tape",2017-11-27
99-0641,"Gina Linetti",Administrator,4,S04E11,BURGLERY,QUEENS,CLOSED,28,93,43,55432,32,,2021-07-26
99-0642,"Terry Jeffords",Sergeant,2,S02E04,STALKING,BROOKLYN,CLOSED,30,53,31.8,83930,72,,2016-04-20
99-0643,"Norm Scully",Detective,2,S02E05,ASSAULT,QUEENS,"UNDER INVESTIGATION",12,57,71.5,NULL,16,"Halloween Heist Champion",2017-05-18
99-0644,"Jake Peralta",Detective,4,S04E22,"GRAND LARCENY",QUEENS,DISMISSED,20,5,76.3,71598,46,Nine-Nine!,2019-03-26
99-0645,"Rosa Diaz",Detective,1,S01E13,MURDER,"STATEN  ISLAND",OPEN,27,69,42.8,60672,42,Nine-Nine!,2014-05-23
99-0647,"Amy Santiago",Detective,7,S07E10,VANDALISM,BROOKLYN,OPEN,12,50,24.7,62257,24,Bingpot!,2013-08-01
99-0648,"Amy Santiago",Detective,8,S08E13,ARSON,QUEENS,"UNDER INVESTIGATION",43,30,75.5,59933,58,"The squad has arrived",2019-11-12
99-0650,"Charles Boyle",Detective,2,S02E12,ARSON,"STATEN  ISLAND",CLOSED,47,6,59.6,68801,50,,2014-10-31
99-0652,"Amy Santiago",Detective,6,S06E22,ASSAULT,BRONX,CLOSED,4,42,41.6,112358,69,,2018-06-12
99-0654,"Norm Scully",Detective,5,S05E01,ASSAULT,BROOKLYN,OPEN,2,57,38.3,81258,42,"Get that bread",2019-09-22
99-0655,"Michael Hitchcock",Administrator,8,S08E17,VANDALISM,QUEENS,OPEN,49,49,37,76759,58,,2016-03-16
99-0656,"Jake Peralta",Detective,4,S04E08,VANDALISME,BRONX,"IN PROGRESS",49,44,55.3,93224,17,,2019-12-11
99-0657,"Raymond Holt",Captain,8,S08E15,ASSAULT,MANHATTAN,DISMISSED,30,49,25.6,106581,64,,2013-12-13
99-0659,"Charles Boyle",Detective,5,S05E08,MURDER,BROOKLYN,OPEN,40,70,58.7,84641,50,,2019-01-05
99-0660,"Norm Scully",Detective,8,S08E21,ROBBERY,MANHATTAN,"COLD CASE",48,46,42,56368,54,Nine-Nine!,2015-02-28
99-0661,"Raymond Holt",Captain,4,S04E05,ROBBERY,"STATEN  ISLAND",CLOSED,12,8,57.5,NULL,31,,2020-04-28
99-0662,"Raymond Holt",Captain,1,S01E19,ASSAULT,BROOKLYN,OPEN,35,23,37.9,NULL,23,,2019-01-24
99-0664,"Charles Boyle",Detective,4,S04E20,ASSAULT,MANHATTAN,OPEN,47,61,51.4,NULL,60,,2013-09-08
99-0665,"Michael Hitchcock",Detective,3,S03E16,BURGLARY,BROOKLYN,"COLD CASE",36,79,27.4,60213,23,Noice,2021-12-21
99-0668,"Gina Linetti",Administrator,3,S03E20,VANDALISM,"STATEN  ISLAND","UNDER INVESTIGATION",10,36,28.8,0,69,,2017-02-17
99-0671,"Rosa Diaz",Detective,8,S08E14,MURDER,"STATEN  ISLAND","COLD CASE",28,7,48.6,105142,36,,2018-02-22
99-0672,"Raymond Holt",Captain,5,S05E18,STALKING,"STATEN  ISLAND","IN PROGRESS",42,91,59.2,70430,27,"Get that bread",2017-10-24
99-0673,"Michael Hitchcock",Detective,8,S08E15,BURGLARY,MANHATTAN,CLOSED,11,76,46.7,64306,43,,2017-10-30
99-0674,"Norm Scully",Detective,3,S03E06,ARSON,BRONX,"COLD CASE",22,13,24.9,113207,41,,2018-08-11
99-0675,"Rosa Diaz",Detective,3,S03E11,VANDALISME,BRONX,DISMISSED,36,90,42.2,67706,33,"Halloween Heist Champion",2016-05-05
99-0676,"Terry Jeffords",Sergeant,1,S01E02,ASSAULT,"STATEN  ISLAND","COLD CASE",43,23,21.4,65949,33,Noice,2019-10-05
99-0677,"Rosa Diaz",Detective,3,S03E01,"DRUG POSESSION",MANHATTAN,"COLD CASE",21,40,36.5,107253,39,Noice,2017-09-14
99-0678,"Norm Scully",Detective,3,S03E19,"DRUG POSESSION","STATEN  ISLAND","COLD CASE",4,77,63.5,117849,21,"The squad has arrived",2017-12-16
99-0679,"Rosa Diaz",Detective,3,S03E20,ARSON,MANHATTAN,CLOSED,14,68,69,100996,50,Noice,2014-10-08
99-0680,"Michael Hitchcock",Sergeant,2,S02E18,"DRUG POSSESSION",MANHATTAN,CLOSED,22,66,67.3,114089,69,"Title of your sex tape",2019-01-03
99-0681,NULL,Detective,3,S03E12,FRAUD,BRONX,"IN PROGRESS",23,5,55.2,NULL,70,,2014-11-28
99-0682,"Raymond Holt",Captain,2,S02E11,ASSAULT,MANHATTAN,"UNDER INVESTIGATION",22,7,79.3,77661,45,,2017-03-20
99-0684,"Terry Jeffords",Sergeant,5,S05E18,BURGLARY,BROOKLYN,OPEN,12,30,32.7,111883,16,Bingpot!,2014-04-30
99-0685,"Jake Peralta",Detective,3,S03E16,STALKING,"STATEN  ISLAND","UNDER INVESTIGATION",41,34,24.9,102384,38,,2015-11-13
99-0686,"Raymond Holt",Captain,6,S06E09,FRAUD,BROOKLYN,"COLD CASE",17,71,75.4,63390,35,,2016-07-04
99-0687,"Terry Jeffords",Sergeant,4,S04E08,"DRUG POSSESSION",BROOKLYN,"UNDER INVESTIGATION",46,31,74.9,NULL,65,,2015-03-28
99-0688,"Rosa Diaz",Detective,3,S03E16,VANDALISM,MANHATTAN,"COLD CASE",15,22,26.6,113645,39,Noice,2018-11-15
99-0689,"Gina Linetti",Administrator,1,S01E06,ASSAULT,QUEENS,CLOSED,40,96,50.4,96596,60,"I want to go to there",2021-06-22
99-0690,"Amy Santiago",Detective,5,S05E01,ASSAULT,QUEENS,"UNDER INVESTIGATION",11,93,52.2,101579,29,,2019-01-14
99-0693,"Charles Boyle",Detective,1,S01E18,STALKING,BRONX,OPEN,10,75,41.5,100563,66,,2019-06-09
99-0694,"Norm Scully",Detective,1,S01E23,FRAUD,"STATEN  ISLAND","COLD CASE",8,7,30.7,78282,68,Noice,2020-06-05
99-0695,"Terry Jeffords",Sergeant,3,S03E16,ASSAULT,BRONX,OPEN,32,59,62.7,91724,72,,2016-03-14
99-0696,"Michael Hitchcock",Sergeant,4,S04E06,MURDER,BRONX,OPEN,48,72,51.1,102544,57,,2013-09-16
99-0699,"Gina Linetti",Administrator,3,S03E18,ROBERRY,MANHATTAN,"COLD CASE",36,20,34.9,74744,51,Noice,2013-09-16
99-0700,"Rosa Diaz",Detective,5,S05E13,STALKING,QUEENS,OPEN,27,39,64.4,0,15,Nine-Nine!,NULL
99-0701,"Raymond Holt",Captain,4,S04E03,"DRUG  POSSESSION",BROOKLYN,"COLD CASE",22,17,66.2,83880,45,,2021-10-04
99-0702,"Terry Jeffords",Sergeant,1,S01E08,BURGLARY,QUEENS,"COLD CASE",16,70,78.9,93613,30,,2014-07-21
99-0703,"Michael Hitchcock",Captain,4,S04E17,"DRUG POSSESSION",BROOKLYN,DISMISSED,27,55,45.3,87296,45,"Cool cool cool cool cool",2019-02-15
99-0704,"Raymond Holt",Captain,8,S08E03,ROBBERY,QUEENS,"IN PROGRESS",32,58,34.5,100270,28,,2021-01-03
99-0705,"Jake Peralta",Detective,3,S03E07,MURDER,"STATEN  ISLAND",OPEN,18,94,21.8,99345,44,,2016-10-22
99-0706,"Jake Peralta",Detective,5,S05E15,"GRAND LARCENY","STATEN  ISLAND",OPEN,36,38,37.5,98793,59,,2018-03-13
99-0707,NULL,Detective,2,S02E02,"DRUG  POSSESSION",QUEENS,OPEN,22,16,31,116081,34,Noice,2017-07-19
99-0709,"Terry Jeffords",Sergeant,7,S07E23,STALKING,BROOKLYN,OPEN,13,52,49.8,80035,30,,2019-02-12
99-0710,"Norm Scully",Detective,6,S06E02,"DRUG  POSSESSION","STATEN  ISLAND","COLD CASE",9,36,23.6,87826,41,,2014-04-17
99-0712,"Norm Scully",Detective,6,S06E01,"DRUG POSESSION",QUEENS,OPEN,46,86,61.6,77391,45,,2016-07-12
99-0717,"Amy Santiago",Detective,3,S03E02,ARSON,MANHATTAN,CLOSED,50,72,43.4,NULL,15,,2021-08-31
99-0721,"Terry Jeffords",Sergeant,5,S05E15,"DRUG POSSESSION","STATEN  ISLAND","COLD CASE",30,6,63.2,70129,62,"Cool cool cool cool cool",2014-09-14
99-0722,"Michael Hitchcock",NULL,5,S05E17,ASSAULT,BRONX,ONGOING,23,86,79.3,92716,38,,2014-11-23
99-0723,NULL,Detective,4,S04E10,MURDER,"STATEN  ISLAND",CLOSED,14,68,45.2,100276,26,Bingpot!,2014-12-23
99-0725,"Amy Santiago",Detective,1,S01E21,STALKING,MANHATTAN,"UNDER INVESTIGATION",50,85,30.2,85979,33,,2016-06-13
99-0726,"Terry Jeffords",Sergeant,3,S03E18,BURGLARY,MANHATTAN,"UNDER INVESTIGATION",14,6,36.3,96431,61,,2016-04-07
99-0728,"Raymond Holt",Captain,4,S04E08,ROBBERY,QUEENS,CLOSED,23,11,52.5,NULL,47,,2015-01-14
99-0731,"Jake Peralta",Detective,4,S04E16,BURGLARY,MANHATTAN,"COLD CASE",16,84,28.8,109605,30,"Halloween Heist Champion",2015-02-25
99-0732,"Raymond Holt",Captain,4,S04E01,BURGLARY,MANHATTAN,OPEN,20,53,58.7,NULL,20,,2015-05-25
99-0734,"Terry Jeffords",Sergeant,2,S02E23,BURGLARY,MANHATTAN,CLOSED,40,97,27.3,62743,74,,2017-03-22
99-0735,"Raymond Holt",Captain,3,S03E02,ASSAULT,BROOKLYN,"UNDER INVESTIGATION",9,85,37.8,116440,56,,2019-06-02
99-0736,"Michael Hitchcock",Sergeant,6,S06E02,"GRAND LARCENY",MANHATTAN,CLOSED,23,48,29,57591,70,,2015-03-24
99-0737,"Gina Linetti",Administrator,4,S04E22,"DRUG POSSESSION",BRONX,ONGOING,2,62,71.1,83172,19,"Get that bread",2013-07-01
99-0738,"Gina Linetti",Administrator,1,S01E12,ROBBERY,"STATEN  ISLAND",CLOSED,33,96,57.1,NULL,20,"I am a human person",2015-06-24
99-0739,"Gina Linetti",Administrator,7,S07E06,STALKING,"STATEN  ISLAND","UNDER INVESTIGATION",47,67,42.2,87265,29,Nine-Nine!,2015-09-11
99-0741,NULL,Detective,6,S06E22,STALKING,MANHATTAN,DISMISSED,43,98,37.7,114262,50,,2018-09-16
99-0742,NULL,Detective,4,S04E03,ROBBERY,BROOKLYN,"UNDER INVESTIGATION",34,64,62.6,98171,72,,2013-09-06
99-0743,"Raymond Holt",Captain,4,S04E06,ASSAULT,MANHATTAN,CLOSED,14,9,45.1,98850,68,"The squad has arrived",NULL
99-0745,"Michael Hitchcock",Detective,7,S07E04,ASSAULT,BRONX,CLOSED,16,52,60.2,NULL,36,"Title of your sex tape",2019-01-30
99-0746,"Charles Boyle",Detective,2,S02E20,ASSAULT,"STATEN  ISLAND",ONGOING,3,25,26.7,93141,71,,2015-01-07
99-0748,"Michael Hitchcock",Detective,7,S07E07,FRAUD,"STATEN  ISLAND",CLOSED,9,22,73.9,69250,51,"I want to go to there",2013-06-21
99-0749,"Gina Linetti",Administrator,1,S01E02,VANDALISME,BRONX,OPEN,2,3,47,96734,45,Nine-Nine!,2014-10-11
99-0750,NULL,Detective,6,S06E18,FRAUD,BROOKLYN,"COLD CASE",15,96,57,NULL,31,,NULL
99-0752,"Michael Hitchcock",Sergeant,3,S03E05,ARSON,BRONX,CLOSED,15,56,58.5,76344,65,,2019-09-30
99-0753,"Terry Jeffords",Sergeant,8,S08E06,BURGLARY,BRONX,CLOSED,21,12,20.7,63399,74,,2017-02-08
99-0754,NULL,NULL,3,S03E06,STALKING,MANHATTAN,OPEN,1,89,76,88025,15,,2019-06-04
99-0756,"Michael Hitchcock",Captain,8,S08E04,ARSON,"STATEN  ISLAND",OPEN,1,26,73.8,116417,68,,2017-02-21
99-0757,"Gina Linetti",Administrator,6,S06E15,"GRAND LARCENY",QUEENS,"COLD CASE",45,62,58.8,108814,41,,2014-06-27
99-0759,"Terry Jeffords",Sergeant,7,S07E10,STALKING,QUEENS,CLOSED,26,9,71.5,98806,19,"Halloween Heist Champion",2018-08-13
99-0760,"Terry Jeffords",Sergeant,2,S02E21,VANDALISM,"STATEN  ISLAND","COLD CASE",36,76,78.9,102757,67,Bingpot!,2021-12-07
99-0762,NULL,Detective,6,S06E18,"DRUG POSSESSION",BRONX,DISMISSED,41,27,59.6,NULL,68,,2020-11-11
99-0763,"Michael Hitchcock",Detective,1,S01E16,ROBBERY,BROOKLYN,DISMISSED,48,28,58.4,0,26,,2013-03-13
99-0764,"Gina Linetti",Administrator,3,S03E22,BURGLERY,BROOKLYN,"COLD CASE",32,56,20.9,114874,32,,2015-03-11
99-0766,"Terry Jeffords",Sergeant,4,S04E09,ARSON,"STATEN  ISLAND",DISMISSED,5,48,21.8,NULL,44,,2013-09-26
99-0768,"Terry Jeffords",Sergeant,8,S08E06,BURGLARY,"STATEN  ISLAND",CLOSED,13,60,58.1,118012,71,,2013-10-07
99-0769,"Terry Jeffords",Sergeant,1,S01E12,"GRAND LARCENY","STATEN  ISLAND",OPEN,24,57,67.2,99497,40,,2021-06-12
99-0771,"Terry Jeffords",Sergeant,2,S02E10,"DRUG POSSESSION",QUEENS,OPEN,14,52,62.9,112801,67,,2020-09-02
99-0774,"Jake Peralta",Detective,6,S06E10,STALKING,QUEENS,OPEN,21,12,31.7,0,66,,2015-03-24
99-0775,"Terry Jeffords",Sergeant,1,S01E17,MURDER,BROOKLYN,"UNDER INVESTIGATION",16,86,26.4,118957,56,,2017-10-08
99-0776,"Michael Hitchcock",Sergeant,4,S04E04,FRAUD,BROOKLYN,ONGOING,31,15,45.7,NULL,35,"I am a human person",2017-09-10
99-0777,"Michael Hitchcock",Detective,6,S06E07,FRAUD,BRONX,"UNDER INVESTIGATION",35,81,39.2,NULL,49,"Get that bread",2016-06-12
99-0778,"Rosa Diaz",Detective,3,S03E10,ROBBERY,BROOKLYN,OPEN,42,35,74.1,93021,43,,2014-09-14
99-0779,"Charles Boyle",Detective,7,S07E15,STALKING,MANHATTAN,OPEN,47,8,52.1,84285,74,,2018-12-02
99-0781,"Raymond Holt",Captain,1,S01E11,MURDER,"STATEN  ISLAND",ONGOING,5,3,57.3,111410,64,,2015-09-28
99-0783,"Rosa Diaz",Detective,8,S08E09,ASSAULT,QUEENS,"COLD CASE",9,9,62.4,89454,32,,NULL
99-0784,"Raymond Holt",Captain,4,S04E12,"GRAND LARCENY",MANHATTAN,"COLD CASE",43,74,36.2,0,53,"Halloween Heist Champion",2019-03-29
99-0787,NULL,Detective,2,S02E09,"GRAND LARCENY",BROOKLYN,DISMISSED,23,35,40.1,99675,26,,2013-04-19
99-0788,"Terry Jeffords",Sergeant,1,S01E03,"GRAND LARCENY",QUEENS,CLOSED,7,9,21.8,NULL,17,,2016-02-03
99-0789,"Jake Peralta",Detective,8,S08E10,VANDALISM,"STATEN  ISLAND",CLOSED,38,96,51.5,NULL,59,,2018-05-17
99-0791,"Raymond Holt",Captain,6,S06E14,VANDALISM,BROOKLYN,"COLD CASE",28,40,31.6,79797,45,,2014-01-18
99-0792,"Amy Santiago",Detective,6,S06E09,FRAUD,BRONX,CLOSED,1,26,79.2,0,54,,2014-08-17
99-0793,"Michael Hitchcock",Sergeant,7,S07E17,"DRUG  POSSESSION",BROOKLYN,OPEN,34,7,51.3,92551,41,,2015-11-10
99-0795,NULL,Detective,3,S03E09,ASSAULT,BRONX,"IN PROGRESS",13,45,43.7,86446,32,,2021-02-27
99-0796,"Rosa Diaz",Detective,8,S08E21,FRAUD,BROOKLYN,DISMISSED,31,94,78.3,90025,69,"The squad has arrived",2013-12-10
99-0797,"Rosa Diaz",Detective,1,S01E18,VANDALISM,BROOKLYN,OPEN,24,2,20.2,116517,32,,2014-08-20
99-0798,"Rosa Diaz",Detective,4,S04E09,VANDALISM,QUEENS,CLOSED,50,43,48.3,63623,62,"Halloween Heist Champion",2019-09-08
99-0799,"Terry Jeffords",Sergeant,8,S08E09,"DRUG  POSSESSION",QUEENS,OPEN,21,26,35.7,105787,75,,2015-03-10
99-0800,"Rosa Diaz",Detective,2,S02E04,FRAUD,"STATEN  ISLAND",CLOSED,37,28,22.1,99105,66,"I am a human person",2014-02-23
99-0802,"Raymond Holt",Captain,2,S02E18,ROBBERY,QUEENS,"UNDER INVESTIGATION",37,13,61,NULL,55,Nine-Nine!,2014-06-17
99-0803,"Jake Peralta",Detective,1,S01E05,FRAUD,"STATEN  ISLAND","UNDER INVESTIGATION",47,94,54.9,NULL,21,,2021-04-02
99-0807,"Terry Jeffords",Sergeant,5,S05E02,ARSON,BROOKLYN,"UNDER INVESTIGATION",43,92,38.6,116545,71,,2018-05-19
99-0808,"Michael Hitchcock",Detective,3,S03E22,VANDALISM,BROOKLYN,DISMISSED,41,63,77.8,106525,67,"Halloween Heist Champion",2021-05-14
99-0810,"Jake Peralta",Detective,6,S06E11,FRAUD,BRONX,DISMISSED,24,68,30.9,88728,70,,2016-05-01
99-0811,"Gina Linetti",Administrator,8,S08E14,FRAUD,BRONX,"UNDER INVESTIGATION",47,56,20.6,67678,16,Bingpot!,2016-10-11
99-0812,"Amy Santiago",Detective,2,S02E12,VANDALISM,"STATEN  ISLAND","COLD CASE",19,17,35.8,103020,17,,2018-03-14
99-0815,NULL,Detective,1,S01E18,VANDALISM,BRONX,DISMISSED,12,56,46.5,95924,44,,2014-04-22
99-0816,"Rosa Diaz",Detective,5,S05E23,ARSON,BROOKLYN,DISMISSED,46,63,36.3,84828,17,Bingpot!,2018-11-29
99-0819,"Terry Jeffords",Sergeant,6,S06E02,MURDER,QUEENS,"COLD CASE",48,77,28.7,111181,56,,2021-08-26
99-0820,"Norm Scully",Detective,7,S07E09,"DRUG POSSESSION","STATEN  ISLAND",OPEN,38,35,66,96420,26,,2016-08-22
99-0821,"Rosa Diaz",Detective,4,S04E22,"DRUG POSESSION",QUEENS,"UNDER INVESTIGATION",22,76,35.2,107913,63,,2015-06-07
99-0824,"Norm Scully",Detective,5,S05E20,"GRAND LARCENY",BROOKLYN,"IN PROGRESS",9,26,25.4,72259,65,,2021-07-03
99-0825,"Raymond Holt",Captain,6,S06E13,ARSON,MANHATTAN,"UNDER INVESTIGATION",22,23,65.7,57672,30,,2013-11-13
99-0826,"Terry Jeffords",Sergeant,6,S06E08,"GRAND LARCENY",BROOKLYN,"IN PROGRESS",11,67,43.6,118164,23,"I am a human person",2015-11-10
99-0828,"Terry Jeffords",Sergeant,1,S01E22,"DRUG POSESSION",MANHATTAN,"COLD CASE",11,53,46.1,83840,31,"I am a human person",2013-10-21
99-0829,"Raymond Holt",Captain,4,S04E02,STALKING,MANHATTAN,CLOSED,38,82,69.9,NULL,69,,2020-12-25
99-0830,"Gina Linetti",Administrator,3,S03E13,"DRUG  POSSESSION",BROOKLYN,"UNDER INVESTIGATION",47,71,57.1,60836,58,,2019-09-19
99-0831,"Raymond Holt",Captain,3,S03E04,"GRAND LARCENY",BROOKLYN,CLOSED,29,5,21.7,91844,66,"Get that bread",2016-07-12
99-0832,"Raymond Holt",Captain,6,S06E17,VANDALISM,BRONX,OPEN,32,67,41.9,73905,69,,2014-10-23
99-0833,"Rosa Diaz",Detective,5,S05E21,FRAUD,MANHATTAN,OPEN,12,6,29.5,107104,20,,2020-07-18
99-0834,NULL,Detective,5,S05E10,MURDER,BROOKLYN,DISMISSED,45,27,57.3,NULL,24,,2016-02-28
99-0835,"Charles Boyle",Detective,6,S06E05,ASSAULT,BROOKLYN,CLOSED,9,24,42.2,NULL,42,,2014-11-28
99-0836,"Terry Jeffords",Sergeant,4,S04E21,ROBERRY,QUEENS,"COLD CASE",0,13,75,106375,44,,2013-02-27
